Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
CHAMARANDE;87545152;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;17
LA GRANDE PAROISSE;87682476;Samedi;2017;2017-03-11;R;R;Avant 6h;0
SURESNES MONT VALERIEN;87382374;JOB;2016;2016-03-22;U;U;De 10h à 16h;88
CHAMARANDE;87545152;Samedi;2017;2017-04-22;C;C;Après 20h;8
LA GRANDE PAROISSE;87682476;Samedi;2017;2017-03-11;R;R;De 10h à 16h;33
VERSAILLES CHANTIERS;87393009;Dimanche;2016;2016-03-13;U;U;Après 20h;132
EPINAY SUR SEINE;87271148;JOB;2017;2017-04-25;C;C;De 6h à 10h;2263
LIVRY SUR SEINE;87682401;Dimanche;2017;2017-03-12;R;R;Après 20h;7
VERSAILLES CHANTIERS;87393009;Dimanche;2016;2016-03-13;U;U;De 6h à 10h;200
ERMONT EAUBONNE;87276055;Dimanche;2017;2017-04-23;C;C;Après 20h;552
MORET VENEUX LES SABLONS;87682278;Samedi;2017;2017-03-11;R;R;De 6h à 10h;138
ACHERES GRAND CORMIER;87386052;Dimanche;2014;2014-05-18;A;A;Après 20h;34
ETRECHY;87545145;Samedi;2017;2017-04-22;C;C;De 6h à 10h;137
NEMOURS SAINT-PIERRE;87684126;Dimanche;2017;2017-03-12;R;R;Après 20h;196
CERGY SAINT-CHRISTOPHE;87382499;Dimanche;2014;2014-05-18;A;A;Avant 6h;70
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2017;2017-04-25;C;C;De 16h à 20h;621
NEMOURS SAINT-PIERRE;87684126;Samedi;2017;2017-03-11;R;R;Après 20h;93
CONFLANS FIN D'OISE;87381459;Dimanche;2014;2014-05-18;A;A;De 6h à 10h;362
GRAVIGNY BALIZY;87393645;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;114
PARIS GARE DE LYON;87686030;Samedi;2017;2017-03-11;R;R;De 6h à 10h;1148
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2014;2014-05-18;A;A;De 16h à 20h;1513
GRAVIGNY BALIZY;87393645;JOB;2017;2017-04-25;C;C;De 10h à 16h;183
SAINT-MAMMES;87682294;Samedi;2017;2017-03-11;R;R;De 16h à 20h;30
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2018;2018-03-27;A;A;Après 20h;607
IGNY;87393561;Dimanche;2017;2017-04-23;C;C;Après 20h;17
SOUPPES CHATEAU LANDON;87684217;Samedi;2017;2017-03-11;R;R;De 16h à 20h;85
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;A;A;De 6h à 10h;994
INVALIDES;87393033;Dimanche;2017;2017-04-23;C;C;Avant 6h;25
THOMERY;87682252;JOB;2017;2017-03-07;R;R;De 6h à 10h;213
SARTROUVILLE;87386417;Samedi;2014;2014-05-17;A;A;Après 20h;1255
ISSY;87393074;Samedi;2017;2017-04-22;C;C;Après 20h;222
VERNOU SUR SEINE;87682468;JOB;2017;2017-03-07;R;R;De 10h à 16h;24
AEROPORT CHARLES DE GAULLE 1;87271460;JOB;2019;2019-03-28;B;B;De 16h à 20h;3968
ISSY VAL DE SEINE;87393306;JOB;2017;2017-04-25;C;C;De 16h à 20h;7400
DUGNY LA COURNEUVE TRAM 11 EXPRESS;87697342;JOB;2017;2017-11-28;T11;T11;De 16h à 20h;235
AULNAY SOUS BOIS;87271411;Dimanche;2019;2019-03-17;B;B;De 6h à 10h;1894
ISSY VAL DE SEINE;87393306;JOB;2017;2017-04-25;C;C;De 6h à 10h;2234
LE BOURGET TRAM 11 EXPRESS;87697359;Samedi;2017;2017-12-02;T11;T11;Avant 6h;16
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-28;B;B;Après 20h;987
IVRY SUR SEINE;87545301;Dimanche;2017;2017-04-23;C;C;Avant 6h;54
PIERREFITTE STAINS TRAM 11 EXPRESS;87697326;JOB;2017;2017-11-28;T11;T11;Avant 6h;34
LA PLAINE STADE DE FRANCE;87164798;JOB;2019;2019-03-28;B;B;Après 20h;1110
JOUY EN JOSAS;87393512;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;86
VILLETANEUSE UNIVERSITE TRAM 11 EXPRESS;87697318;Samedi;2017;2017-12-02;T11;T11;Avant 6h;13
PARIS NORD;87271031;Samedi;2019;2019-03-16;B;B;De 10h à 16h;38808
JUVISY;87545244;Samedi;2017;2017-04-22;C;C;Après 20h;1932
ALLEE DE LA TOUR RENDEZ-VOUS;87113878;Samedi;2015;2015-10-03;T4;T4;De 16h à 20h;191
SEVRAN LIVRY;87271429;JOB;2019;2019-03-21;B;B;De 16h à 20h;277
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;JOB;2017;2017-04-25;C;C;Avant 6h;21
AULNAY SOUS BOIS;87271411;Samedi;2015;2015-10-03;T4;T4;Avant 6h;44
VILLEPINTE;87271452;JOB;2019;2019-03-21;B;B;Avant 6h;19
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Samedi;2017;2017-04-22;C;C;De 16h à 20h;112
FREINVILLE SEVRAN;87113894;JOB;2015;2015-10-15;T4;T4;De 6h à 10h;860
BOULAINVILLIERS;87543181;JOB;2017;2017-04-25;C;C;Après 20h;301
LES ARDOINES;87492108;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;862
L'ABBAYE;87113886;Samedi;2015;2015-10-03;T4;T4;Après 20h;102
BOULAINVILLIERS;87543181;Samedi;2017;2017-04-22;C;C;De 6h à 10h;291
LES ARDOINES;87492108;JOB;2017;2017-04-25;C;C;De 10h à 16h;1014
LES COQUETIERS;87113845;JOB;2015;2015-10-15;T4;T4;De 10h à 16h;11
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;Après 20h;702
LES ARDOINES;87492108;Samedi;2017;2017-04-22;C;C;Après 20h;298
LES PAVILLONS SOUS BOIS;87113852;JOB;2015;2015-10-15;T4;T4;De 6h à 10h;881
BRETIGNY;87545194;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1773
MAROLLES EN HUREPOIX;87545186;JOB;2017;2017-04-25;C;C;De 16h à 20h;259
LES PAVILLONS SOUS BOIS;87113852;Samedi;2015;2015-10-03;T4;T4;De 6h à 10h;218
BREUILLET BRUYERES LE CHATEL;87545483;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;95
PEREIRE LEVALLOIS;87381012;JOB;2017;2017-04-25;C;C;Après 20h;804
LA DEFENSE GRANDE ARCHE;87758011;JOB;2016;2016-03-15;U;U;De 10h à 16h;325
BREUILLET BRUYERES LE CHATEL;87545483;JOB;2017;2017-04-25;C;C;Après 20h;9
PEREIRE LEVALLOIS;87381012;JOB;2017;2017-04-25;C;C;Avant 6h;16
LA DEFENSE GRANDE ARCHE;87758011;Samedi;2016;2016-03-12;U;U;De 16h à 20h;1915
BREUILLET BRUYERES LE CHATEL;87545483;Samedi;2017;2017-04-22;C;C;De 6h à 10h;57
PETIT JOUY LES LOGES;87393504;Dimanche;2017;2017-04-23;C;C;Avant 6h;0
LE VAL D'OR;87382366;JOB;2016;2016-03-22;U;U;De 16h à 20h;10
BREUILLET VILLAGE;87545491;JOB;2017;2017-04-25;C;C;De 10h à 16h;225
PIERRELAYE;87276097;Dimanche;2017;2017-04-23;C;C;Après 20h;19
PUTEAUX;87382382;Dimanche;2016;2016-03-13;U;U;Après 20h;25
BREUILLET VILLAGE;87545491;JOB;2017;2017-04-25;C;C;De 16h à 20h;139
PONT CARDINET;87381111;Samedi;2017;2017-04-22;C;C;Après 20h;1
SEVRES VILLE D'AVRAY;87382341;JOB;2016;2016-03-22;U;U;De 10h à 16h;79
CHAVILLE VELIZY;87393173;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;336
PONT DE L'ALMA;87393041;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;1065
TRAPPES;87393835;JOB;2016;2016-03-17;U;U;Après 20h;99
CHEMIN D'ANTONY;87546317;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;26
PONTOISE;87276139;JOB;2017;2017-04-25;C;C;De 6h à 10h;1164
TRAPPES;87393835;JOB;2016;2016-03-15;U;U;Avant 6h;243
CHILLY MAZARIN;87393637;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;127
PORTE D'ASNIERES;87222222;Samedi;2017;2017-04-22;C;C;De 10h à 16h;14
TRAPPES;87393835;JOB;2016;2016-03-17;U;U;De 10h à 16h;489
EGLY;87545475;JOB;2017;2017-04-25;C;C;Avant 6h;33
RUNGIS LA FRATERNELLE;87546291;JOB;2017;2017-04-25;C;C;De 6h à 10h;196
VERSAILLES CHANTIERS;87393009;JOB;2016;2016-03-17;U;U;De 16h à 20h;2182
EGLY;87545475;JOB;2017;2017-04-25;C;C;De 10h à 16h;169
SAINT-CHERON;87545509;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;21
VERSAILLES CHANTIERS;87393009;Samedi;2016;2016-03-12;U;U;Avant 6h;9
EGLY;87545475;Samedi;2017;2017-04-22;C;C;Après 20h;27
SAINT-GRATIEN;87276170;JOB;2017;2017-04-25;C;C;Après 20h;178
ACHERES GRAND CORMIER;87386052;Dimanche;2014;2014-05-18;A;A;De 16h à 20h;52
EPINAY SUR ORGE;87545228;JOB;2017;2017-04-25;C;C;De 6h à 10h;2828
SAINT-GRATIEN;87276170;JOB;2017;2017-04-25;C;C;Avant 6h;126
ACHERES GRAND CORMIER;87386052;Samedi;2014;2014-05-17;A;A;De 10h à 16h;95
ETAMPES;87545137;Samedi;2017;2017-04-22;C;C;De 6h à 10h;526
SAINT-MARTIN D'ETAMPES;87545350;JOB;2017;2017-04-25;C;C;De 16h à 20h;155
ACHERES VILLE;87381657;JOB;2018;2018-03-27;A;A;De 10h à 16h;1020
ETRECHY;87545145;Dimanche;2017;2017-04-23;C;C;Après 20h;33
SAINT-MICHEL NOTRE DAME;87547315;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;2982
CONFLANS FIN D'OISE;87381459;Dimanche;2014;2014-05-18;A;A;Après 20h;257
ETRECHY;87545145;JOB;2017;2017-04-25;C;C;De 10h à 16h;192
SAINT-QUENTIN EN YVELINES;87393843;Samedi;2017;2017-04-22;C;C;De 6h à 10h;472
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2018;2018-03-27;A;A;Avant 6h;198
ETRECHY;87545145;Samedi;2017;2017-04-22;C;C;Avant 6h;5
SERMAISE;87545517;Samedi;2017;2017-04-22;C;C;De 6h à 10h;24
MAISONS LAFFITTE;87386425;Dimanche;2014;2014-05-18;A;A;De 16h à 20h;1416
ETRECHY;87545145;Samedi;2017;2017-04-22;C;C;De 16h à 20h;104
VERSAILLES CHANTIERS;87393009;Dimanche;2017;2017-04-23;C;C;Après 20h;246
NEUVILLE UNIVERSITE;87334482;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;456
GARE DE MONNERVILLE;87551111;JOB;2017;2017-04-25;C;C;De 6h à 10h;1
VERSAILLES CHANTIERS;87393009;Dimanche;2017;2017-04-23;C;C;Avant 6h;11
POISSY;87386573;JOB;2018;2018-03-27;A;A;De 10h à 16h;1514
ISSY;87393074;Samedi;2017;2017-04-22;C;C;De 16h à 20h;581
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;Dimanche;2017;2017-04-23;C;C;Avant 6h;13
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Samedi;2019;2019-03-16;B;B;Avant 6h;112
ISSY VAL DE SEINE;87393306;JOB;2017;2017-04-25;C;C;De 10h à 16h;1629
VIROFLAY RIVE GAUCHE;87393215;JOB;2017;2017-04-25;C;C;Avant 6h;34
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-21;B;B;Après 20h;1193
ISSY VAL DE SEINE;87393306;Samedi;2017;2017-04-22;C;C;De 6h à 10h;264
BOIGNEVILLE;87684407;JOB;2019;2019-03-26;D;D;De 10h à 16h;15
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-21;B;B;De 16h à 20h;3895
JOUFFROY TOCQUEVILLE;87881111;JOB;2017;2017-04-25;C;C;Après 20h;0
BOIGNEVILLE;87684407;Samedi;2019;2019-03-23;D;D;De 16h à 20h;9
LA COURNEUVE AUBERVILLIERS;87271304;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;4699
LARDY;87545160;JOB;2017;2017-04-25;C;C;De 16h à 20h;109
BOISSISE LE ROI;87682518;Samedi;2019;2019-03-23;D;D;De 6h à 10h;18
LA PLAINE STADE DE FRANCE;87164798;Samedi;2019;2019-03-16;B;B;De 6h à 10h;2420
LONGJUMEAU;87393611;JOB;2017;2017-04-25;C;C;Avant 6h;10
BOUSSY SAINT-ANTOINE;87682138;Samedi;2019;2019-03-23;D;D;De 6h à 10h;744
LE BOURGET;87271395;JOB;2019;2019-03-28;B;B;De 6h à 10h;8719
MAROLLES EN HUREPOIX;87545186;Dimanche;2017;2017-04-23;C;C;Après 20h;32
BRUNOY;87682120;Samedi;2019;2019-03-23;D;D;De 6h à 10h;1086
MITRY CLAYE;87271528;JOB;2019;2019-03-28;B;B;Avant 6h;131
MASSY PALAISEAU;87393579;JOB;2017;2017-04-25;C;C;De 10h à 16h;1548
CHANTILLY GOUVIEUX;87276113;Samedi;2019;2019-03-23;D;D;De 10h à 16h;156
MITRY CLAYE;87271528;JOB;2019;2019-03-21;B;B;De 6h à 10h;0
MEUDON VAL FLEURY;87393082;Samedi;2017;2017-04-22;C;C;De 16h à 20h;640
COMBS LA VILLE QUINCY;87682146;Samedi;2019;2019-03-23;D;D;Après 20h;325
PARC DES EXPOSITIONS;87271486;Dimanche;2019;2019-03-17;B;B;Avant 6h;27
MONNERVILLE CENTRE;87332940;JOB;2017;2017-04-25;C;C;De 6h à 10h;4
CORBEIL ESSONNES;87681007;JOB;2019;2019-03-26;D;D;De 16h à 20h;5129
PARC DES EXPOSITIONS;87271486;Samedi;2019;2019-03-16;B;B;De 6h à 10h;286
MONTIGNY BEAUCHAMP;87276089;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;254
CORBEIL ESSONNES;87681007;Samedi;2019;2019-03-23;D;D;Après 20h;1111
SEVRAN BEAUDOTTES;87271445;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;3270
NEUILLY PORTE MAILLOT;87381020;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;921
CRETEIL POMPADOUR;87608802;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1245
VERT GALANT;87271437;JOB;2019;2019-03-21;B;B;Après 20h;34
ORLY VILLE;87546200;JOB;2017;2017-04-25;C;C;De 16h à 20h;565
EVRY COURCOURONNES CENTRE;87681387;JOB;2019;2019-03-26;D;D;De 16h à 20h;7346
VERT GALANT;87271437;JOB;2019;2019-03-21;B;B;Avant 6h;10
PARIS AUSTERLITZ;87547026;JOB;2017;2017-04-25;C;C;De 16h à 20h;12419
EVRY VAL DE SEINE;87681361;Samedi;2019;2019-03-23;D;D;Avant 6h;18
VILLEPINTE;87271452;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;939
PETIT VAUX;87393652;Samedi;2017;2017-04-22;C;C;De 16h à 20h;54
GARGES SARCELLES;87276196;Samedi;2019;2019-03-23;D;D;De 16h à 20h;5445
VILLEPINTE;87271452;JOB;2019;2019-03-28;B;B;Après 20h;166
PIERRELAYE;87276097;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;141
GRAND BOURG;87681353;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;98
VILLEPINTE;87271452;JOB;2019;2019-03-21;B;B;De 6h à 10h;211
PONT CARDINET;87381111;JOB;2017;2017-04-25;C;C;De 16h à 20h;29
GRIGNY CENTRE;87681379;Dimanche;2019;2019-03-24;D;D;Après 20h;738
ARPAJON;87545467;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;535
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Dimanche;2017;2017-04-23;C;C;Avant 6h;25
JUVISY;87545244;Dimanche;2019;2019-03-24;D;D;Avant 6h;437
AVENUE FOCH;87381038;JOB;2017;2017-04-25;C;C;Après 20h;240
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;JOB;2017;2017-04-25;C;C;De 16h à 20h;3329
LA FERTE ALAIS;87681452;JOB;2019;2019-03-26;D;D;De 6h à 10h;373
BOULAINVILLIERS;87543181;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;486
PONTOISE;87276139;Dimanche;2017;2017-04-23;C;C;Après 20h;69
LE COUDRAY MONTCEAUX;87681635;JOB;2019;2019-03-26;D;D;De 16h à 20h;35
BREUILLET BRUYERES LE CHATEL;87545483;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;31
PONTOISE;87276139;JOB;2017;2017-04-25;C;C;De 16h à 20h;655
LE MEE;87682179;Dimanche;2019;2019-03-24;D;D;Après 20h;180
BREUILLET BRUYERES LE CHATEL;87545483;JOB;2017;2017-04-25;C;C;De 16h à 20h;119
PORCHEFONTAINE;87393165;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;225
LE MEE;87682179;Samedi;2019;2019-03-23;D;D;Avant 6h;71
CERNAY;87276063;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;354
PORCHEFONTAINE;87393165;JOB;2017;2017-04-25;C;C;Après 20h;55
LE VERT DE MAISONS;87681247;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1097
CERNAY;87276063;Samedi;2017;2017-04-22;C;C;Après 20h;86
PORTE DE CLICHY;87111278;Samedi;2017;2017-04-22;C;C;Avant 6h;20
LE VERT DE MAISONS;87681247;Samedi;2019;2019-03-23;D;D;Après 20h;363
CHAMARANDE;87545152;JOB;2017;2017-04-25;C;C;De 10h à 16h;69
RUNGIS LA FRATERNELLE;87546291;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;119
LIEUSAINT MOISSY;87682153;Samedi;2019;2019-03-23;D;D;Après 20h;752
CHAMP DE MARS TOUR EIFFEL;87393058;JOB;2017;2017-04-25;C;C;De 16h à 20h;7432
RUNGIS LA FRATERNELLE;87546291;Samedi;2017;2017-04-22;C;C;De 6h à 10h;55
LOUVRES;87276253;JOB;2019;2019-03-26;D;D;Après 20h;84
CHAMP DE MARS TOUR EIFFEL;87393058;Samedi;2017;2017-04-22;C;C;De 16h à 20h;3391
SAINT-CHERON;87545509;JOB;2017;2017-04-25;C;C;De 16h à 20h;191
LOUVRES;87276253;Samedi;2019;2019-03-23;D;D;De 6h à 10h;390
CHATEAU D'EAU;87331111;JOB;2017;2017-04-25;C;C;Avant 6h;7
SAINT-MARTIN D'ETAMPES;87545350;Samedi;2017;2017-04-22;C;C;De 10h à 16h;200
MAISONS-ALFORT ALFORTVILLE;87681155;JOB;2019;2019-03-26;D;D;Après 20h;1608
CHEMIN D'ANTONY;87546317;JOB;2017;2017-04-25;C;C;Avant 6h;9
SAINT-MICHEL NOTRE DAME;87547315;Dimanche;2017;2017-04-23;C;C;Avant 6h;89
MELUN;87682005;Samedi;2019;2019-03-23;D;D;Après 20h;532
CHEMIN D'ANTONY;87546317;JOB;2017;2017-04-25;C;C;De 16h à 20h;215
SAINT-MICHEL NOTRE DAME;87547315;JOB;2017;2017-04-25;C;C;De 16h à 20h;19683
MOULIN GALANT;87681403;JOB;2019;2019-03-26;D;D;De 10h à 16h;184
DOURDAN;87545525;JOB;2017;2017-04-25;C;C;De 16h à 20h;271
SAINT-OUEN;87271247;JOB;2017;2017-04-25;C;C;De 6h à 10h;1503
ORANGIS BOIS DE L'EPINE;87681346;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;293
DOURDAN LA FORET;87540179;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;0
SAINT-QUENTIN EN YVELINES;87393843;Dimanche;2017;2017-04-23;C;C;Après 20h;79
ORANGIS BOIS DE L'EPINE;87681346;JOB;2019;2019-03-26;D;D;Après 20h;136
EPINAY SUR ORGE;87545228;Samedi;2017;2017-04-22;C;C;Avant 6h;57
TOCQUEVILLE;87332222;JOB;2017;2017-04-25;C;C;De 16h à 20h;1
ORRY LA VILLE COYE LA FORET;87276279;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;291
EPINAY SUR SEINE;87271148;Dimanche;2017;2017-04-23;C;C;Après 20h;152
TOCQUEVILLE;87332222;Samedi;2017;2017-04-22;C;C;Après 20h;0
ORRY LA VILLE COYE LA FORET;87276279;Samedi;2019;2019-03-23;D;D;De 16h à 20h;789
EPINAY SUR SEINE;87271148;JOB;2017;2017-04-25;C;C;Après 20h;150
VAUBOYEN;87393538;Samedi;2017;2017-04-22;C;C;Après 20h;7
PARIS GARE DE LYON;87686030;JOB;2019;2019-03-26;D;D;Après 20h;13058
ETAMPES;87545137;JOB;2017;2017-04-25;C;C;De 10h à 16h;898
VERSAILLES CHANTIERS;87393009;JOB;2017;2017-04-25;C;C;Avant 6h;61
PARIS NORD;87271031;JOB;2019;2019-03-26;D;D;Après 20h;8616
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Samedi;2017;2017-04-22;C;C;De 6h à 10h;474
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;Samedi;2017;2017-04-22;C;C;Après 20h;736
PARIS NORD;87271031;Samedi;2019;2019-03-23;D;D;Après 20h;13447
GRAVIGNY BALIZY;87393645;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;33
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;Samedi;2017;2017-04-22;C;C;Avant 6h;25
SAVIGNY LE TEMPLE NANDY;87682187;Dimanche;2019;2019-03-24;D;D;Après 20h;299
INVALIDES;87393033;Samedi;2017;2017-04-22;C;C;De 6h à 10h;1829
VIROFLAY RIVE GAUCHE;87393215;Samedi;2017;2017-04-22;C;C;De 10h à 16h;979
STADE DE FRANCE SAINT-DENIS;87164780;Dimanche;2019;2019-03-24;D;D;Après 20h;288
ISSY VAL DE SEINE;87393306;Samedi;2017;2017-04-22;C;C;De 16h à 20h;725
VITRY SUR SEINE;87545293;Samedi;2017;2017-04-22;C;C;Après 20h;463
STADE DE FRANCE SAINT-DENIS;87164780;JOB;2019;2019-03-26;D;D;Après 20h;1301
IVRY SUR SEINE;87545301;JOB;2017;2017-04-25;C;C;De 16h à 20h;3874
BOISSISE LE ROI;87682518;JOB;2019;2019-03-26;D;D;De 16h à 20h;79
VIGNEUX SUR SEINE;87681304;Dimanche;2019;2019-03-24;D;D;Avant 6h;83
JOUY EN JOSAS;87393512;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;139
CESSON;87682161;Dimanche;2019;2019-03-24;D;D;Après 20h;92
VIGNEUX SUR SEINE;87681304;Samedi;2019;2019-03-23;D;D;De 10h à 16h;2952
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;JOB;2017;2017-04-25;C;C;Après 20h;43
CHANTILLY GOUVIEUX;87276113;Samedi;2019;2019-03-23;D;D;Avant 6h;7
VIGNEUX SUR SEINE;87681304;Samedi;2019;2019-03-23;D;D;De 6h à 10h;1672
LARDY;87545160;Samedi;2017;2017-04-22;C;C;De 6h à 10h;66
CHATELET LES HALLES;87758607;Samedi;2019;2019-03-23;D;D;De 10h à 16h;13225
VILLENEUVE SAINT-GEORGES;87681825;Dimanche;2019;2019-03-24;D;D;Après 20h;2395
LES GRESILLONS;87272146;Samedi;2017;2017-04-22;C;C;Avant 6h;31
COMBS LA VILLE QUINCY;87682146;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;565
VILLENEUVE SAINT-GEORGES;87681825;Dimanche;2019;2019-03-24;D;D;Avant 6h;256
LES SAULES;87546226;JOB;2017;2017-04-25;C;C;Après 20h;72
CORBEIL ESSONNES;87681007;Dimanche;2019;2019-03-24;D;D;Avant 6h;189
VILLENEUVE TRIAGE;87681809;Dimanche;2019;2019-03-24;D;D;Après 20h;126
MAROLLES EN HUREPOIX;87545186;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;181
EVRY COURCOURONNES CENTRE;87681387;Dimanche;2019;2019-03-24;D;D;Après 20h;675
VOSVES;87682500;Samedi;2019;2019-03-23;D;D;De 6h à 10h;10
MASSY PALAISEAU;87393579;Dimanche;2017;2017-04-23;C;C;Après 20h;255
EVRY COURCOURONNES CENTRE;87681387;Samedi;2019;2019-03-23;D;D;De 10h à 16h;4709
YERRES;87682112;Dimanche;2019;2019-03-24;D;D;Après 20h;161
MASSY VERRIERES;87383281;Samedi;2017;2017-04-22;C;C;De 6h à 10h;66
EVRY VAL DE SEINE;87681361;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;160
BONDY;87113407;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;1766
MEUDON VAL FLEURY;87393082;JOB;2017;2017-04-25;C;C;Avant 6h;50
GOUSSAINVILLE;87276246;JOB;2019;2019-03-26;D;D;De 6h à 10h;3647
BONDY;87113407;Samedi;2016;2016-10-01;E;E;Après 20h;1079
MONTIGNY BEAUCHAMP;87276089;Samedi;2017;2017-04-22;C;C;Avant 6h;56
GRIGNY CENTRE;87681379;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;1694
EMERAINVILLE PONTAULT COMBAULT;87116046;JOB;2016;2016-10-04;E;E;De 10h à 16h;1514
MONTIGNY BEAUCHAMP;87276089;Samedi;2017;2017-04-22;C;C;De 6h à 10h;413
JUVISY;87545244;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;5331
EMERAINVILLE PONTAULT COMBAULT;87116046;Samedi;2016;2016-10-01;E;E;De 6h à 10h;742
MUSEE D'ORSAY;87547307;JOB;2017;2017-04-25;C;C;Avant 6h;20
LA FERTE ALAIS;87681452;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;80
GRETZ ARMAINVILLIERS;87116012;JOB;2016;2016-10-04;E;E;De 6h à 10h;957
NEUILLY PORTE MAILLOT;87381020;JOB;2017;2017-04-25;C;C;Avant 6h;22
LA FERTE ALAIS;87681452;JOB;2019;2019-03-26;D;D;De 16h à 20h;194
LE CHENAY GAGNY;87113522;Dimanche;2016;2016-10-02;E;E;De 6h à 10h;395
PARIS AUSTERLITZ;87547026;JOB;2017;2017-04-25;C;C;Après 20h;3411
LE MEE;87682179;JOB;2019;2019-03-26;D;D;Après 20h;287
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;Samedi;2016;2016-10-01;E;E;De 10h à 16h;4041
PEREIRE LEVALLOIS;87381012;Dimanche;2017;2017-04-23;C;C;Après 20h;244
MAISONS-ALFORT ALFORTVILLE;87681155;JOB;2019;2019-03-26;D;D;De 16h à 20h;6595
LES YVRIS NOISY LE GRAND;87113803;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;139
PEREIRE LEVALLOIS;87381012;Dimanche;2017;2017-04-23;C;C;Avant 6h;5
MAISSE;87681486;Samedi;2019;2019-03-23;D;D;Avant 6h;0
MAGENTA;87281873;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;11277
PEREIRE LEVALLOIS;87381012;JOB;2017;2017-04-25;C;C;De 10h à 16h;1514
ORANGIS BOIS DE L'EPINE;87681346;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;403
OZOIR LA FERRIERE;87116020;Samedi;2016;2016-10-01;E;E;Après 20h;137
PEREIRE SAUSSURE;87991111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;0
PARIS GARE DE LYON;87686030;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;18753
ROISSY EN BRIE;87116038;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;552
PLACE DU GENERAL LECLERC;87221111;JOB;2017;2017-04-25;C;C;De 16h à 20h;10
PARIS NORD;87271031;Samedi;2019;2019-03-23;D;D;De 16h à 20h;22400
